Chart Recorder Data File Tue, Oct 27, 2015 12:47 PM
Time (s)	CH1 (V)  	CH2 (V)  
12:28:43.343	0.055114	0.171993
12:28:43.443	0.054156	0.173888
12:28:43.543	0.053837	0.174836
12:28:43.643	0.052561	0.174204
12:28:43.743	0.052561	0.175152
12:28:43.843	0.051603	0.174520
12:28:43.943	0.051603	0.174836
12:28:44.043	0.051603	0.175468
12:28:44.143	0.050646	0.175784
12:28:44.243	0.050326	0.175784
12:28:44.343	0.049688	0.175468
12:28:44.443	0.050326	0.174836
12:28:44.543	0.049050	0.172941
12:28:44.643	0.048411	0.173257
12:28:44.743	0.049050	0.173888
12:28:44.843	0.048092	0.174204
12:28:44.943	0.047135	0.174204
12:28:45.043	0.046496	0.174204
12:28:45.143	0.046496	0.174204
12:28:45.243	0.045858	0.172625
12:28:45.343	0.046177	0.172941
12:28:45.443	0.045539	0.171993
12:28:45.543	0.044581	0.171993
12:28:45.643	0.044581	0.172941
12:28:45.743	0.043624	0.174520
12:28:45.843	0.042666	0.174204
12:28:45.943	0.042347	0.174520
12:28:46.043	0.042666	0.175784
12:28:46.143	0.041389	0.173572
12:28:46.243	0.042028	0.173257
12:28:46.343	0.040751	0.171993
12:28:46.443	0.040751	0.170729
12:28:46.543	0.040113	0.171045
12:28:46.643	0.039794	0.173257
12:28:46.743	0.040432	0.175468
12:28:46.843	0.039474	0.173257
12:28:46.943	0.038836	0.173257
12:28:47.044	0.038517	0.173257
12:28:47.144	0.037879	0.173257
12:28:47.244	0.037559	0.172625
12:28:47.344	0.037559	0.171045
12:28:47.444	0.036283	0.172625
12:28:47.544	0.036602	0.173572
12:28:47.644	0.035963	0.174520
12:28:47.744	0.035325	0.175784
12:28:47.844	0.034687	0.172625
12:28:47.944	0.033410	0.174836
12:28:48.044	0.034048	0.174520
12:28:48.144	0.033410	0.171993
12:28:48.244	0.032772	0.170413
12:28:48.344	0.033410	0.170729
12:28:48.444	0.032453	0.171045
12:28:48.544	0.032453	0.171993
12:28:48.644	0.032772	0.173257
12:28:48.744	0.031814	0.172309
12:28:48.844	0.030857	0.172941
12:28:48.944	0.031176	0.173257
12:28:49.044	0.029580	0.173572
12:28:49.144	0.029261	0.173572
12:28:49.244	0.028942	0.171677
12:28:49.344	0.028622	0.172625
12:28:49.444	0.028942	0.173257
12:28:49.544	0.027665	0.172941
12:28:49.644	0.027665	0.173888
12:28:49.744	0.027027	0.172309
12:28:49.844	0.026388	0.172625
12:28:49.944	0.026388	0.171361
12:28:50.044	0.025750	0.171677
12:28:50.144	0.025750	0.172309
12:28:50.244	0.024473	0.171677
12:28:50.344	0.023516	0.172941
12:28:50.444	0.023196	0.173572
12:28:50.544	0.022877	0.172625
12:28:50.644	0.022877	0.173257
12:28:50.744	0.021601	0.171993
12:28:50.844	0.021920	0.171993
12:28:50.944	0.021281	0.171361
12:28:51.044	0.020962	0.172309
12:28:51.144	0.020324	0.172625
12:28:51.244	0.020643	0.172625
12:28:51.344	0.020324	0.173888
12:28:51.444	0.019366	0.172309
12:28:51.544	0.018409	0.172625
12:28:51.644	0.018728	0.172941
12:28:51.744	0.017770	0.170729
12:28:51.844	0.017770	0.169781
12:28:51.944	0.017132	0.170413
12:28:52.044	0.016813	0.172309
12:28:52.144	0.016494	0.172941
12:28:52.244	0.016813	0.172941
12:28:52.344	0.015536	0.172309
12:28:52.444	0.015855	0.172625
12:28:52.544	0.015217	0.172625
12:28:52.644	0.014579	0.172309
12:28:52.744	0.014898	0.171361
12:28:52.844	0.013940	0.171361
12:28:52.944	0.012664	0.170729
12:28:53.044	0.012983	0.172625
12:28:53.144	0.012345	0.172625
12:28:53.244	0.012025	0.171993
12:28:53.344	0.011068	0.171045
12:28:53.444	0.012345	0.173572
12:28:53.544	0.010749	0.173257
12:28:53.644	0.010429	0.172625
12:28:53.744	0.009472	0.173257
12:28:53.844	0.009153	0.173572
12:28:53.944	0.008514	0.174520
12:28:54.044	0.007238	0.172941
12:28:54.144	0.007238	0.172309
12:28:54.244	0.008195	0.171361
12:28:54.344	0.006599	0.169465
12:28:54.444	0.006599	0.171361
12:28:54.544	0.005961	0.169465
12:28:54.644	0.005323	0.170729
12:28:54.744	0.005642	0.170097
12:28:54.844	0.005323	0.169781
12:28:54.944	0.005961	0.169465
12:28:55.044	0.004365	0.169781
12:28:55.144	0.003727	0.170729
12:28:55.244	0.004046	0.170097
12:28:55.344	0.003088	0.170097
12:28:55.444	0.003088	0.171993
12:28:55.544	0.002450	0.172309
12:28:55.644	0.002131	0.172625
12:28:55.744	0.001812	0.171993
12:28:55.844	0.001173	0.170413
12:28:55.944	0.001173	0.171361
12:28:56.044	0.000854	0.169781
12:28:56.144	0.000216	0.171993
