Neel Temperature Data File
Tuesday, November 17, 2015 - 2:29 PM

Time (S)	Wheatstone (mV)	Temp (mV)
1266.26	4.398	1.474
1266.80	4.398	1.474
1267.36	4.395	1.462
1267.90	4.406	1.480
1268.43	4.382	1.471
1269.00	4.396	1.482
1269.54	4.393	1.480
1270.08	4.394	1.480
1270.65	4.388	1.473
1271.21	4.376	1.471
1271.74	4.380	1.480
1272.28	4.373	1.492
1272.83	4.377	1.480
1273.38	4.370	1.480
1273.95	4.369	1.474
1274.49	4.386	1.468
1275.05	4.369	1.482
1275.61	4.368	1.473
1276.15	4.380	1.474
1276.72	4.375	1.480
1277.26	4.369	1.471
1277.82	4.364	1.468
1278.36	4.368	1.473
1278.92	4.374	1.471
1279.47	4.366	1.468
1280.02	4.353	1.477
1280.58	4.359	1.473
1281.15	4.360	1.474
1281.70	4.337	1.474
1282.23	4.344	1.468
1282.81	4.360	1.465
1283.38	4.350	1.474
1283.91	4.347	1.474
1284.47	4.337	1.483
1285.03	4.333	1.474
1285.57	4.340	1.462
1286.11	4.330	1.472
1286.67	4.336	1.471
1287.23	4.349	1.474
1287.78	4.340	1.468
1288.34	4.331	1.479
1288.90	4.348	1.471
1289.44	4.332	1.475
1290.00	4.333	1.471
1290.55	4.317	1.483
1291.09	4.307	1.475
1291.63	4.322	1.471
1292.19	4.319	1.471
1292.75	4.324	1.465
1293.29	4.315	1.462
1293.85	4.331	1.465
1294.41	4.313	1.473
1294.95	4.308	1.468
1295.51	4.299	1.465
1296.07	4.294	1.465
1296.61	4.296	1.471
1297.15	4.301	1.471
1297.71	4.284	1.462
1298.25	4.304	1.473
1298.90	4.298	1.465
1299.45	4.289	1.461
1300.00	4.292	1.473
1300.61	4.278	1.472
1301.31	4.274	1.459
1301.89	4.279	1.471
1302.43	4.296	1.462
1302.98	4.273	1.471
1303.52	4.268	1.476
1304.11	4.283	1.465
1304.67	4.278	1.473
1305.21	4.268	1.465
1305.75	4.265	1.476
1306.30	4.269	1.471
1306.84	4.261	1.459
1307.39	4.273	1.459
1307.93	4.259	1.468
1308.47	4.267	1.468
1309.02	4.256	1.468
1309.56	4.250	1.471
1310.11	4.256	1.462
1310.66	4.266	1.468
1311.20	4.252	1.465
1311.76	4.254	1.465
1312.31	4.250	1.459
1312.85	4.247	1.462
1313.39	4.241	1.465
1313.94	4.245	1.465
1314.48	4.230	1.465
1315.03	4.243	1.462
1315.58	4.241	1.465
1316.12	4.245	1.468
1316.67	4.237	1.465
1317.23	4.240	1.462
1317.76	4.216	1.468
1318.32	4.237	1.450
1318.87	4.227	1.468
1319.41	4.230	1.462
1319.95	4.233	1.468
1320.51	4.224	1.468
1321.06	4.221	1.453
1321.60	4.217	1.456
1322.15	4.225	1.462
1322.69	4.224	1.459
1323.23	4.214	1.465
1323.78	4.214	1.459
1324.33	4.213	1.465
1324.87	4.216	1.462
1325.43	4.209	1.456
1325.98	4.208	1.453
1326.52	4.215	1.465
1327.07	4.217	1.456
1327.62	4.206	1.456
1328.16	4.203	1.459
1328.71	4.204	1.459
1329.25	4.193	1.456
1329.80	4.201	1.462
1330.35	4.196	1.462
1330.89	4.192	1.450
1331.43	4.188	1.448
1331.98	4.189	1.459
1332.52	4.181	1.459
1333.07	4.189	1.459
1333.61	4.185	1.471
1334.15	4.179	1.459
1334.70	4.180	1.450
1335.24	4.184	1.462
1335.79	4.166	1.459
1336.35	4.171	1.453
1336.91	4.168	1.456
1337.45	4.179	1.465
1337.99	4.167	1.465
1338.53	4.166	1.465
1339.09	4.169	1.450
1339.64	4.164	1.453
1340.20	4.168	1.453
1340.75	4.162	1.453
1341.29	4.154	1.459
1341.83	4.150	1.456
1342.41	4.148	1.453
1342.95	4.159	1.450
1343.51	4.154	1.459
1344.07	4.146	1.456
1344.63	4.143	1.456
1345.18	4.140	1.448
1345.73	4.143	1.445
1346.28	4.134	1.453
1346.83	4.147	1.445
1347.39	4.147	1.445
1347.94	4.139	1.456
1348.49	4.132	1.459
1349.04	4.127	1.445
1349.60	4.136	1.448
1350.15	4.138	1.450
1350.71	4.126	1.445
1351.26	4.123	1.456
1351.79	4.111	1.456
1352.34	4.119	1.448
1352.89	4.123	1.442
1353.44	4.122	1.450
1353.98	4.114	1.447
1354.52	4.115	1.448
1355.07	4.107	1.445
1355.61	4.113	1.445
1356.15	4.105	1.448
1356.70	4.104	1.442
1357.24	4.108	1.428
1357.79	4.110	1.436
1358.35	4.101	1.436
1358.89	4.101	1.439
1359.43	4.096	1.442
1359.98	4.104	1.442
1360.52	4.095	1.433
1361.07	4.092	1.439
1361.61	4.096	1.439
1362.15	4.086	1.426
1362.71	4.087	1.445
1363.27	4.084	1.445
1363.82	4.081	1.442
1364.37	4.090	1.433
1364.91	4.088	1.433
1365.46	4.084	1.442
1366.00	4.077	1.442
1366.55	4.081	1.439
1367.08	4.073	1.443
1367.63	4.073	1.442
1368.24	4.068	1.447
1369.16	4.070	1.416
1370.20	4.067	1.465
1370.85	4.067	1.436
1371.61	4.069	1.428
1372.21	4.053	1.424
1372.75	4.049	1.430
1373.32	4.061	1.430
1373.86	4.053	1.425
1374.41	4.048	1.439
1374.96	4.051	1.439
1375.51	4.043	1.428
1376.11	4.044	1.445
1376.64	4.044	1.439
1377.19	4.044	1.425
1377.73	4.047	1.430
1378.29	4.037	1.433
1378.95	4.032	1.420
1379.50	4.029	1.428
1380.04	4.040	1.419
1380.59	4.036	1.436
1381.14	4.030	1.428
1381.68	4.031	1.436
1382.23	4.032	1.430
1382.80	4.018	1.426
1383.35	4.027	1.425
1383.90	4.024	1.428
1384.45	4.018	1.428
1385.02	4.008	1.430
1385.55	4.014	1.428
1386.10	4.021	1.430
1386.64	4.018	1.439
1387.19	4.006	1.430
1387.75	4.006	1.433
1388.30	4.007	1.430
1388.86	4.006	1.416
1389.47	4.011	1.426
1390.02	3.996	1.437
1390.62	4.000	1.419
1391.16	4.001	1.428
1391.71	3.991	1.430
1392.25	3.998	1.445
1392.79	3.992	1.425
1393.35	3.991	1.428
1393.90	3.988	1.428
1394.44	3.985	1.425
1394.99	3.986	1.430
1395.53	3.988	1.416
1396.07	3.992	1.413
1396.62	3.989	1.422
1397.16	3.984	1.422
1397.71	3.978	1.430
1398.25	3.976	1.422
1398.79	3.970	1.422
1399.35	3.967	1.416
1399.89	3.968	1.416
1400.42	3.965	1.425
1400.97	3.965	1.416
1401.52	3.959	1.430
1402.13	3.962	1.422
1402.68	3.959	1.425
1403.23	3.955	1.428
1403.79	3.957	1.422
1404.34	3.956	1.419
1405.23	3.951	1.445
1405.79	3.947	1.419
1406.33	3.949	1.425
1406.87	3.950	1.425
1407.42	3.946	1.416
1407.97	3.950	1.422
1408.51	3.940	1.416
1409.07	3.935	1.436
1409.61	3.929	1.425
1410.15	3.937	1.422
1410.71	3.928	1.422
1411.25	3.935	1.419
1411.80	3.933	1.428
1412.35	3.923	1.419
1412.89	3.920	1.422
1413.44	3.915	1.425
1413.99	3.928	1.422
1414.53	3.924	1.407
1415.07	3.917	1.431
1416.09	3.917	1.424
1416.89	3.909	1.423
1417.44	3.908	1.416
1417.98	3.918	1.424
1419.01	3.907	1.416
1420.55	3.901	1.416
1421.10	3.901	1.410
1421.69	3.898	1.419
1422.42	3.899	1.428
1422.98	3.896	1.419
1423.51	3.894	1.416
1424.05	3.890	1.422
1424.60	3.886	1.416
1425.17	3.888	1.416
1425.80	3.882	1.411
1426.69	3.889	1.416
1427.29	3.887	1.416
1427.99	3.888	1.416
1429.20	3.881	1.416
1429.82	3.879	1.412
1430.38	3.873	1.416
1430.93	3.872	1.413
1431.49	3.871	1.416
1432.04	3.867	1.422
1432.60	3.865	1.416
1433.15	3.862	1.419
1433.71	3.861	1.413
1434.27	3.862	1.407
1434.82	3.863	1.425
1435.38	3.853	1.416
1435.95	3.855	1.416
1436.50	3.857	1.413
1437.06	3.855	1.422
1437.62	3.852	1.416
1438.18	3.846	1.413
1438.74	3.841	1.416
1439.30	3.845	1.416
1439.86	3.847	1.422
1440.42	3.840	1.416
1440.98	3.842	1.410
1441.53	3.838	1.416
1442.09	3.831	1.416
1442.65	3.830	1.410
1443.20	3.831	1.416
1443.76	3.837	1.419
1444.30	3.828	1.419
1444.85	3.826	1.419
1445.40	3.824	1.416
1445.96	3.827	1.416
1446.51	3.823	1.407
1447.06	3.824	1.419
1447.60	3.819	1.413
1448.15	3.821	1.416
1448.68	3.819	1.419
1449.24	3.817	1.413
1449.79	3.812	1.410
1450.34	3.807	1.404
1450.90	3.810	1.413
1451.46	3.804	1.413
1452.01	3.805	1.416
1452.57	3.804	1.413
1453.12	3.811	1.422
1453.67	3.807	1.416
1454.23	3.802	1.410
1454.79	3.798	1.416
1455.34	3.797	1.413
1455.89	3.797	1.419
1456.44	3.793	1.422
1456.99	3.790	1.416
1457.55	3.788	1.416
1458.11	3.785	1.416
1458.66	3.784	1.402
1459.22	3.781	1.422
1459.78	3.781	1.410
1460.33	3.779	1.405
1460.88	3.777	1.422
1461.44	3.779	1.416
1462.01	3.772	1.425
1462.55	3.763	1.413
1463.09	3.767	1.416
1463.64	3.767	1.405
1464.19	3.769	1.413
1464.75	3.766	1.419
1465.31	3.757	1.422
1465.87	3.752	1.413
1466.43	3.761	1.410
1466.99	3.758	1.413
1467.55	3.756	1.410
1468.10	3.757	1.413
1468.66	3.752	1.413
1469.20	3.743	1.420
1469.77	3.741	1.416
1470.31	3.745	1.416
1470.87	3.751	1.407
1471.42	3.743	1.407
1471.98	3.739	1.413
1472.53	3.735	1.407
1473.08	3.739	1.405
1473.63	3.734	1.413
1474.17	3.735	1.403
1474.76	3.732	1.404
1475.32	3.730	1.413
1475.88	3.730	1.407
1476.43	3.729	1.416
1476.97	3.728	1.392
1477.51	3.727	1.403
1478.07	3.725	1.402
1478.63	3.724	1.399
1479.19	3.725	1.413
1479.75	3.726	1.410
1480.31	3.727	1.416
1480.87	3.726	1.399
1481.43	3.724	1.419
1481.99	3.720	1.399
1482.54	3.718	1.402
1483.09	3.716	1.405
1483.64	3.714	1.405
1484.18	3.710	1.406
1484.71	3.708	1.404
1485.27	3.704	1.403
1485.81	3.702	1.416
1486.38	3.702	1.395
1486.94	3.699	1.396
1487.47	3.695	1.413
1488.04	3.698	1.398
1488.58	3.695	1.401
1489.11	3.687	1.406
1489.67	3.686	1.399
1490.23	3.689	1.393
1490.79	3.690	1.410
1491.34	3.690	1.405
1491.89	3.683	1.407
1492.44	3.676	1.402
1492.98	3.674	1.395
1493.53	3.683	1.405
1494.08	3.681	1.407
1494.64	3.675	1.396
1495.19	3.676	1.399
1495.75	3.674	1.393
1496.30	3.670	1.390
1496.86	3.668	1.390
1497.41	3.670	1.410
1497.96	3.665	1.393
1498.51	3.662	1.387
1499.07	3.660	1.402
1499.63	3.660	1.390
1500.18	3.660	1.405
1500.74	3.656	1.393
1501.30	3.652	1.399
1501.85	3.651	1.396
1502.40	3.651	1.399
1502.96	3.651	1.399
1503.52	3.652	1.379
1504.07	3.647	1.390
1504.63	3.646	1.390
1505.19	3.643	1.387
1505.74	3.640	1.390
1506.29	3.639	1.393
1506.84	3.637	1.393
1507.40	3.644	1.382
1508.48	3.638	1.389
1509.03	3.631	1.392
1509.59	3.631	1.382
1510.15	3.631	1.379
1510.71	3.627	1.384
1511.27	3.626	1.390
1511.80	3.625	1.389
1512.36	3.622	1.376
1513.04	3.620	1.396
1513.60	3.621	1.404
1515.03	3.608	1.416
1515.59	3.614	1.384
1516.15	3.614	1.370
1516.70	3.608	1.379
1517.25	3.607	1.385
1517.80	3.602	1.381
1518.35	3.605	1.384
1518.91	3.603	1.382
1519.46	3.599	1.390
1520.02	3.598	1.382
1520.59	3.597	1.396
1521.14	3.597	1.370
1521.69	3.595	1.382
1522.24	3.591	1.373
1522.79	3.587	1.384
1523.35	3.586	1.393
1523.93	3.588	1.376
1524.48	3.581	1.387
1525.03	3.586	1.379
1525.59	3.580	1.382
1526.15	3.577	1.382
1526.70	3.577	1.379
1527.25	3.573	1.376
1527.80	3.576	1.379
1528.35	3.572	1.376
1528.91	3.571	1.373
1529.46	3.570	1.373
1530.01	3.566	1.382
1530.56	3.569	1.379
1531.11	3.566	1.384
1531.67	3.564	1.384
1532.22	3.562	1.379
1532.77	3.563	1.382
1533.32	3.561	1.367
1533.88	3.559	1.379
1534.43	3.555	1.379
1534.99	3.555	1.367
1535.54	3.550	1.379
1536.09	3.548	1.379
1536.65	3.545	1.376
1537.20	3.544	1.379
1537.75	3.540	1.379
1538.31	3.541	1.373
1538.86	3.550	1.393
1539.41	3.550	1.367
1539.97	3.545	1.367
1540.52	3.539	1.379
1541.06	3.535	1.379
1541.61	3.533	1.370
1542.16	3.531	1.364
1542.71	3.528	1.373
1543.27	3.527	1.379
1543.83	3.526	1.370
1544.38	3.522	1.370
1544.93	3.521	1.370
1545.48	3.518	1.387
1546.03	3.516	1.376
1546.59	3.513	1.361
1547.15	3.515	1.370
1547.70	3.515	1.370
1548.25	3.511	1.373
1548.80	3.502	1.370
1549.35	3.502	1.376
1549.91	3.506	1.367
1550.46	3.507	1.370
1550.99	3.502	1.370
1551.55	3.498	1.370
1552.11	3.495	1.370
1552.67	3.497	1.384
1553.22	3.494	1.367
1553.77	3.492	1.373
1554.32	3.488	1.373
1554.87	3.492	1.367
1555.43	3.488	1.370
1555.99	3.487	1.367
1556.54	3.486	1.364
1557.09	3.483	1.370
1557.64	3.486	1.373
1558.19	3.481	1.373
1558.75	3.480	1.367
1559.31	3.476	1.367
1559.86	3.477	1.364
1560.41	3.477	1.367
1560.97	3.475	1.373
1561.52	3.472	1.370
1562.08	3.469	1.364
1562.63	3.467	1.376
1563.19	3.468	1.376
1563.74	3.466	1.373
1564.29	3.463	1.370
1564.84	3.460	1.376
1565.39	3.459	1.367
1565.95	3.461	1.367
1566.50	3.457	1.367
1567.05	3.454	1.370
1567.61	3.453	1.361
1568.16	3.448	1.370
1568.71	3.453	1.376
1569.27	3.448	1.373
1569.82	3.446	1.373
1570.37	3.443	1.373
1570.92	3.441	1.364
1571.47	3.441	1.379
1572.03	3.438	1.367
1572.58	3.438	1.376
1573.11	3.435	1.370
1573.67	3.431	1.367
1574.23	3.432	1.370
1574.78	3.430	1.367
1575.33	3.430	1.373
1575.88	3.425	1.359
1576.44	3.421	1.367
1577.00	3.423	1.367
1577.56	3.421	1.359
1578.11	3.420	1.364
1578.67	3.415	1.367
1579.23	3.414	1.364
1579.79	3.417	1.364
1580.32	3.414	1.364
1580.88	3.414	1.359
1581.49	3.411	1.364
1582.05	3.410	1.359
1582.61	3.412	1.361
1583.18	3.408	1.367
1583.74	3.410	1.367
1584.30	3.405	1.370
1584.86	3.404	1.367
1585.42	3.403	1.370
1585.98	3.401	1.367
1586.54	3.399	1.370
1587.07	3.392	1.367
1587.61	3.393	1.367
1588.16	3.394	1.370
1588.71	3.392	1.367
1589.27	3.390	1.364
1589.83	3.386	1.367
1590.38	3.387	1.359
1590.93	3.385	1.356
1591.49	3.383	1.356
1592.04	3.380	1.373
1592.60	3.377	1.367
1593.15	3.379	1.364
1593.71	3.377	1.370
1594.26	3.373	1.364
1594.81	3.373	1.356
1595.36	3.368	1.370
1595.91	3.371	1.361
1596.47	3.368	1.361
1597.03	3.367	1.361
1597.58	3.364	1.367
1598.14	3.362	1.364
1598.69	3.366	1.359
1599.25	3.359	1.367
1599.80	3.359	1.364
1600.35	3.355	1.359
1600.91	3.353	1.361
1601.46	3.355	1.361
1602.01	3.351	1.353
1602.56	3.350	1.350
1603.11	3.346	1.364
1603.67	3.345	1.370
1604.23	3.348	1.361
1604.79	3.344	1.364
1605.34	3.341	1.367
1605.89	3.336	1.367
1606.44	3.338	1.364
1606.99	3.338	1.356
1607.55	3.335	1.370
1608.11	3.334	1.364
1608.67	3.328	1.364
1609.23	3.333	1.359
1609.79	3.329	1.367
1610.35	3.326	1.361
1610.91	3.324	1.359
1611.47	3.321	1.364
1612.03	3.327	1.356
1612.59	3.321	1.367
1613.12	3.321	1.364
1613.66	3.315	1.364
1614.21	3.315	1.359
1614.75	3.315	1.358
1615.30	3.311	1.355
1615.86	3.311	1.361
1616.42	3.305	1.361
1616.97	3.311	1.356
1617.53	3.305	1.364
1618.09	3.305	1.361
1618.65	3.301	1.353
1619.21	3.298	1.356
1619.77	3.305	1.356
1620.31	3.296	1.364
1620.87	3.295	1.356
1621.43	3.291	1.353
1622.29	3.290	1.363
1622.83	3.291	1.357
1623.37	3.289	1.350
1623.93	3.288	1.356
1624.49	3.285	1.361
1625.05	3.288	1.364
1625.61	3.283	1.344
1626.17	3.282	1.359
1626.73	3.277	1.356
1627.29	3.279	1.350
1627.85	3.277	1.356
1628.41	3.276	1.353
1628.97	3.273	1.353
1629.53	3.270	1.359
1630.09	3.271	1.359
1630.65	3.268	1.359
1631.21	3.266	1.359
1631.76	3.263	1.358
1632.32	3.261	1.355
1632.88	3.260	1.352
1633.43	3.259	1.352
1633.99	3.257	1.349
1634.54	3.253	1.359
1635.10	3.256	1.361
1635.66	3.258	1.353
1636.22	3.260	1.344
1636.78	3.258	1.350
1637.31	3.254	1.352
1637.87	3.251	1.347
1638.43	3.249	1.356
1638.99	3.246	1.356
1639.55	3.243	1.353
1640.11	3.240	1.344
1640.67	3.238	1.344
1641.23	3.238	1.353
1641.79	3.235	1.347
1642.35	3.232	1.347
1642.91	3.230	1.341
1643.47	3.229	1.350
1644.03	3.230	1.344
1644.59	3.227	1.330
1645.15	3.218	1.350
1645.71	3.222	1.344
1646.27	3.224	1.356
1646.83	3.219	1.344
1647.39	3.216	1.338
1647.95	3.217	1.338
1648.51	3.218	1.338
1649.05	3.212	1.351
1649.61	3.210	1.341
1650.17	3.211	1.341
1650.71	3.210	1.337
1651.27	3.206	1.359
1651.83	3.206	1.347
1652.39	3.207	1.336
1652.95	3.201	1.338
1653.51	3.200	1.336
1654.07	3.198	1.344
1654.63	3.198	1.338
1655.19	3.199	1.330
1655.75	3.195	1.341
1656.31	3.192	1.347
1656.87	3.189	1.330
1657.43	3.192	1.338
1657.99	3.186	1.333
1658.55	3.187	1.327
1659.11	3.181	1.336
1659.67	3.184	1.341
1660.23	3.181	1.341
1660.79	3.179	1.341
1661.35	3.176	1.328
1661.89	3.176	1.337
1662.45	3.176	1.336
1663.01	3.172	1.336
1663.57	3.171	1.338
1664.13	3.169	1.336
1664.69	3.172	1.327
1665.25	3.168	1.330
1665.81	3.165	1.338
1666.37	3.162	1.333
1666.93	3.162	1.330
1667.49	3.163	1.333
1668.05	3.158	1.338
1668.61	3.159	1.333
1669.17	3.154	1.333
1669.73	3.158	1.338
1670.29	3.152	1.333
1670.83	3.153	1.334
1671.39	3.150	1.324
1671.95	3.151	1.336
1672.51	3.149	1.327
1673.05	3.145	1.328
1673.61	3.147	1.333
1674.17	3.139	1.327
1674.73	3.145	1.327
1675.27	3.141	1.324
1675.83	3.138	1.327
1676.36	3.136	1.324
1676.91	3.133	1.334
1677.47	3.138	1.324
1678.00	3.133	1.331
1678.56	3.133	1.334
1679.11	3.125	1.318
1679.67	3.130	1.333
1680.23	3.128	1.336
1680.79	3.126	1.321
1681.35	3.122	1.333
1681.91	3.119	1.327
1682.47	3.123	1.330
1683.03	3.120	1.321
1683.59	3.118	1.318
1684.12	3.111	1.328
1684.68	3.104	1.318
1685.24	3.105	1.315
1685.80	3.105	1.330
1686.36	3.116	1.330
1686.91	3.111	1.331
1687.47	3.104	1.315
1688.03	3.104	1.324
1688.59	3.103	1.333
1689.15	3.102	1.318
1689.71	3.100	1.321
1690.27	3.102	1.321
1690.83	3.095	1.324
1691.39	3.100	1.321
1691.95	3.098	1.324
1692.51	3.095	1.321
1693.07	3.095	1.324
1693.63	3.093	1.324
1694.19	3.089	1.324
1694.75	3.086	1.327
1695.31	3.084	1.318
1695.87	3.084	1.333
1696.43	3.080	1.321
1696.99	3.078	1.324
1697.55	3.078	1.315
1698.11	3.085	1.321
1698.67	3.085	1.324
1699.23	3.082	1.327
1699.79	3.078	1.313
1700.35	3.074	1.327
1700.91	3.067	1.324
1701.47	3.067	1.321
1702.03	3.066	1.321
1702.59	3.065	1.327
1703.15	3.063	1.318
1703.71	3.060	1.324
1704.27	3.061	1.321
1704.83	3.056	1.321
1705.39	3.056	1.324
1705.95	3.055	1.324
1706.51	3.053	1.324
1707.07	3.046	1.327
1707.63	3.051	1.318
1708.19	3.055	1.315
1708.75	3.045	1.313
1709.31	3.038	1.327
1709.87	3.046	1.324
1710.43	3.043	1.324
1710.99	3.045	1.318
1711.55	3.036	1.324
1712.11	3.027	1.310
1712.67	3.029	1.318
1713.21	3.039	1.318
1713.77	3.030	1.324
1714.32	3.030	1.315
1714.88	3.028	1.318
1715.44	3.031	1.324
1716.00	3.027	1.318
1716.56	3.022	1.321
1717.12	3.018	1.315
1717.68	3.015	1.315
1718.24	3.024	1.307
1718.80	3.023	1.318
1719.36	3.019	1.313
1719.93	3.017	1.321
1720.49	3.013	1.324
1721.05	3.016	1.315
1721.59	3.015	1.315
1722.12	3.004	1.309
1722.68	3.001	1.310
1723.22	3.000	1.324
1723.78	3.005	1.313
1724.34	3.010	1.315
1724.90	3.002	1.318
1725.46	3.003	1.321
1725.99	2.997	1.318
1726.53	2.992	1.315
1727.07	2.993	1.312
1727.61	2.991	1.318
1728.17	2.995	1.336
1728.71	2.987	1.321
1729.30	2.989	1.309
1729.86	2.989	1.321
1730.42	2.985	1.313
1730.98	2.983	1.310
1731.54	2.980	1.318
1732.10	2.978	1.324
1732.64	2.979	1.315
1733.20	2.977	1.315
1733.76	2.974	1.315
1735.06	2.968	1.306
1735.93	2.972	1.338
1736.48	2.970	1.307
1737.04	2.977	1.313
1737.60	2.973	1.307
1738.16	2.970	1.315
1738.74	2.968	1.321
1739.29	2.966	1.310
1739.83	2.964	1.312
1740.37	2.961	1.315
1740.94	2.957	1.307
1741.50	2.956	1.315
1742.06	2.954	1.310
1742.62	2.952	1.310
1743.17	2.950	1.318
1743.74	2.948	1.303
1744.30	2.948	1.318
1744.84	2.948	1.309
1745.40	2.942	1.315
1745.94	2.946	1.321
1746.49	2.943	1.309
1747.05	2.946	1.313
1747.59	2.939	1.323
1748.20	2.936	1.290
1748.88	2.943	1.312
1749.44	2.936	1.315
1750.00	2.937	1.305
1750.57	2.934	1.303
1751.15	2.925	1.315
1751.69	2.922	1.327
1752.25	2.925	1.307
1752.79	2.935	1.306
1753.35	2.928	1.310
1753.89	2.923	1.306
1754.45	2.921	1.307
1754.99	2.919	1.309
1755.55	2.925	1.301
1756.09	2.914	1.296
1756.96	2.918	1.318
1757.52	2.915	1.301
1758.06	2.913	1.294
1758.62	2.911	1.304
1759.18	2.909	1.315
1759.72	2.906	1.302
1760.28	2.906	1.301
1760.84	2.903	1.309
1761.45	2.903	1.306
1761.99	2.901	1.305
1762.64	2.899	1.315
1763.19	2.900	1.297
1763.72	2.896	1.288
1764.28	2.906	1.290
1764.84	2.901	1.293
1765.40	2.900	1.287
1765.95	2.897	1.300
1766.51	2.893	1.301
1767.07	2.889	1.298
1767.63	2.889	1.295
1768.19	2.885	1.295
1768.77	2.882	1.299
1769.45	2.882	1.304
1770.14	2.880	1.288
1770.68	2.876	1.294
1771.23	2.878	1.298
1771.79	2.879	1.291
1772.33	2.871	1.302
1772.88	2.864	1.297
1773.66	2.870	1.291
1775.02	2.867	1.296
1775.90	2.860	1.294
1778.53	2.852	1.343
1781.47	2.844	1.294
1782.03	2.845	1.300
1782.58	2.856	1.296
1783.12	2.846	1.291
1784.26	2.845	1.283
1785.49	2.836	1.283
1786.15	2.837	1.286
1786.69	2.835	1.297
1787.25	2.835	1.284
1787.81	2.832	1.304
1788.37	2.830	1.290
1788.93	2.827	1.293
1789.47	2.826	1.276
1790.02	2.825	1.288
1790.57	2.822	1.285
1791.13	2.820	1.292
1791.67	2.819	1.290
1792.21	2.820	1.270
1792.77	2.819	1.281
1793.33	2.815	1.278
1793.91	2.817	1.281
1794.49	2.818	1.278
1795.74	2.815	1.318
1796.28	2.816	1.282
1796.84	2.813	1.278
1797.38	2.813	1.285
1797.95	2.809	1.280
1798.51	2.807	1.284
1799.07	2.804	1.290
1799.63	2.800	1.272
1800.19	2.801	1.281
1800.76	2.797	1.275
1801.31	2.798	1.278
1801.86	2.790	1.282
1802.42	2.793	1.281
1802.98	2.796	1.275
1803.54	2.787	1.278
1804.07	2.782	1.277
1804.63	2.792	1.275
1805.19	2.788	1.272
1805.75	2.785	1.275
1806.31	2.785	1.275
1806.87	2.784	1.281
1807.42	2.786	1.276
1807.98	2.779	1.272
1808.51	2.774	1.279
1809.07	2.771	1.275
1809.63	2.772	1.283
1810.19	2.784	1.287
1810.75	2.779	1.278
1811.31	2.772	1.278
1811.87	2.771	1.270
1812.43	2.768	1.272
1812.99	2.774	1.272
1813.55	2.770	1.275
1814.11	2.767	1.281
1814.67	2.766	1.275
1815.23	2.765	1.275
1815.79	2.764	1.278
1816.35	2.761	1.270
1816.91	2.759	1.278
1817.47	2.758	1.281
1818.03	2.755	1.275
1818.59	2.754	1.278
1819.15	2.753	1.281
1819.71	2.749	1.275
1820.27	2.750	1.275
1820.83	2.746	1.281
1821.39	2.748	1.281
1821.95	2.747	1.270
1822.51	2.754	1.270
1823.07	2.750	1.275
1823.63	2.748	1.275
1824.19	2.744	1.278
1824.75	2.742	1.275
1825.31	2.737	1.281
1825.87	2.738	1.281
1826.43	2.736	1.278
1826.99	2.731	1.267
1827.55	2.732	1.281
1828.11	2.725	1.278
1828.67	2.725	1.272
1829.23	2.722	1.275
1829.79	2.721	1.270
1830.35	2.722	1.267
1830.91	2.723	1.275
1831.47	2.713	1.275
1832.03	2.712	1.275
1832.59	2.718	1.270
1833.15	2.718	1.270
1833.71	2.712	1.275
1834.27	2.710	1.272
1834.83	2.706	1.278
1835.39	2.705	1.275
1835.95	2.714	1.272
1836.51	2.712	1.270
1837.07	2.707	1.278
1837.63	2.703	1.267
1838.19	2.703	1.275
1838.75	2.704	1.272
1839.31	2.706	1.278
1839.87	2.699	1.272
1840.43	2.701	1.281
1840.99	2.699	1.275
1841.55	2.698	1.281
1842.11	2.695	1.287
1842.67	2.695	1.267
1843.23	2.694	1.272
1843.79	2.692	1.275
1844.35	2.690	1.281
1844.91	2.688	1.278
1845.47	2.687	1.272
1846.03	2.686	1.275
1846.59	2.686	1.281
1847.15	2.681	1.267
1847.71	2.682	1.272
1848.27	2.678	1.267
1848.83	2.692	1.270
1849.39	2.687	1.275
1849.95	2.685	1.264
1850.51	2.680	1.267
1851.07	2.679	1.270
1851.63	2.674	1.270
1852.19	2.672	1.278
1852.75	2.672	1.270
1853.31	2.668	1.270
1853.87	2.666	1.272
1854.43	2.667	1.272
1854.99	2.661	1.270
1855.55	2.662	1.267
1856.11	2.662	1.275
1856.67	2.660	1.270
1857.23	2.660	1.261
1857.79	2.662	1.267
1858.35	2.656	1.272
1858.91	2.647	1.267
1859.47	2.646	1.270
1860.03	2.655	1.258
1860.59	2.649	1.264
1861.15	2.641	1.267
1861.71	2.638	1.275
1862.27	2.641	1.270
1862.83	2.650	1.281
1863.39	2.647	1.275
1863.95	2.639	1.275
1864.51	2.637	1.270
1865.07	2.635	1.255
1865.63	2.637	1.275
1866.19	2.633	1.264
1866.75	2.636	1.270
1867.31	2.633	1.272
1867.87	2.632	1.264
1868.43	2.628	1.267
1868.99	2.627	1.267
1869.55	2.626	1.275
1870.11	2.625	1.267
1870.67	2.622	1.270
1871.23	2.622	1.267
1871.79	2.620	1.264
1872.35	2.617	1.267
1872.91	2.616	1.255
1873.47	2.617	1.261
1874.03	2.614	1.270
1874.59	2.615	1.278
1875.15	2.612	1.264
1875.71	2.622	1.264
1876.27	2.619	1.261
1876.83	2.615	1.264
1877.39	2.614	1.265
